Hp,Ep,Length,Hydrophobic residue%,H,miuH,Normalized Hydrophobic Moment,Normalized Hydrophobicity,Net Charge,Isoelectric Point,Penetration Depth,Tilt Angle,Disordered Conformation Propensity,Linear Moment,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Boman Index,PP1,PP2,PP3,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,Z1,Z2,Z3,Z4,Z5,F1,F2,F3,F4,F5,F6,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,MSWHIM1,MSWHIM2,MSWHIM3,Tiny_Mole.,Small_Mole.,Aliphatic_Mole.,Aromatic_Mole.,NonPolar_Mole.,Polar_Mole.,Charged_Mole.,Basic_Mole.,Acidic_Mole.
0.769,0.385,13,0.692,0.449230769,0.141673296,0.16,-0.65,-1,3.01,30,120,0.52,0.21,0,100,0,1.15,-0.071538462,-0.512307692,-0.550769231,-0.003846154,-0.232307692,-0.8,-0.257692308,-0.181538462,-0.31,-0.358461538,-0.371538462,-0.076153846,0.488461538,-0.663846154,-0.185384615,-0.999230769,0.440769231,-0.506923077,1.151538462,-0.106076923,-0.052,-0.458923077,0.631076923,0.465461538,-0.484307692,-6.463846154,-1.127692308,0.444615385,0.58,1.053076923,0.104615385,-0.493846154,-0.651538462,-0.664615385,-0.221538462,-0.68,0.180769231,0.260769231,-0.485384615,-2.547692308,-1.06,0.707692308,-0.466923077,-0.374615385,0.015384615,-0.07,-1.172615385,-0.603846154,-0.490384615,0.037384615,-0.180153846,-0.806846154,0.048769231,0.159307692,0.206153846,-0.692307692,0.113846154,0.122307692,-0.294615385,-0.053846154,0.236153846,-0.087692308,0.247692308,0.116923077,-0.533846154,0.331538462,-0.589230769,38.462,84.615,61.538,0,76.923,23.077,7.692,0,7.692
0.538,0.308,13,0.308,-0.059230769,0.193553817,0.71,1.72,-2,3.71,25,167,-0.14,0.38,0,30,0.77,1.02,3.829230769,0.153076923,-0.39,-0.128461538,0.222307692,-0.15,-0.513076923,0.308461538,-0.412307692,-0.083846154,0.060769231,0.504615385,0.365384615,-0.345384615,1.306153846,0.366153846,0.478461538,-0.755384615,0.541538462,-0.528769231,-0.252846154,-0.247923077,0.161692308,0.073461538,-0.510384615,-4.285384615,0.064615385,0.367692308,-0.236923077,0.871538462,-0.423076923,0.093076923,-0.290769231,0.393076923,-0.524615385,0.090769231,0.43,-0.033076923,-2.62,-0.159230769,-0.144615385,-0.522307692,-0.253846154,0.065384615,0.043076923,-0.330769231,-0.815076923,-0.129846154,-0.217846154,-0.109307692,0.103384615,-0.502153846,0.018307692,0.425,0.706153846,0.132307692,0.019230769,0.213846154,-0.145384615,0.146153846,0.040769231,-0.000769231,0.078461538,-0.12,0.024615385,0.111538462,-0.393076923,23.077,61.538,15.385,15.385,46.154,53.846,30.769,7.692,23.077
0.077,0.692,13,0.308,0.599230769,0.123297955,0.29,1.25,0,7.43,30,79,-0.14,0.42,0,30,1.41,1.4,1.367692308,-0.092307692,-0.136153846,-0.088461538,0.703846154,0.258461538,-0.380769231,-0.232307692,0.396923077,-0.23,-0.232307692,-0.612307692,0.260769231,-0.233846154,-0.674615385,0.836153846,0.549230769,0.475384615,0.543076923,-0.154923077,-0.625615385,0.174230769,-0.212692308,1.009769231,-0.323846154,-2.698461538,-1.205384615,-0.171538462,-0.561538462,-0.012307692,0.107692308,0.294615385,0.153076923,0.034615385,0.079230769,-0.201538462,-0.19,1.044615385,-0.878461538,0.496923077,1.136923077,0.080769231,-0.965384615,-1.153076923,0.026923077,0.01,-0.575384615,-0.118230769,0.023692308,-0.285538462,-0.177461538,-0.163769231,0.101923077,-0.195384615,0.235384615,0.196153846,-0.053076923,-0.196153846,-0.402307692,-0.613076923,0.136153846,-0.136153846,-0.020769231,-0.125384615,0.003076923,0.584615385,-0.466153846,7.692,46.154,7.692,30.769,61.538,38.462,23.077,15.385,7.692
0.231,0.462,13,0.769,1.153846154,0.502174799,1.56,-1.92,0,7.49,11,88,0.83,0.37,151.45,230,0.11,0.98,-2.320769231,-0.67,-0.156153846,-0.066923077,-0.306923077,-0.209230769,-0.2,-0.739230769,-0.107692308,-0.969230769,0.23,-0.137692308,0.444615385,0.237692308,-2.172307692,-0.736923077,-0.217692308,-0.085384615,0.530769231,0.680615385,0.226153846,0.204923077,0.912692308,0.410692308,-0.235461538,-4.496153846,-0.7,-0.245384615,0.427692308,0.430769231,0.783076923,-0.191538462,-0.089230769,-0.379230769,0.120769231,-0.752307692,0.003846154,-0.086923077,2.683076923,-1.769230769,-0.248461538,0.397692308,-0.891538462,0.092307692,-0.245384615,-0.226923077,-0.843538462,-0.309461538,0.021923077,-0.090307692,-0.483538462,-0.026153846,-0.011846154,0.175,-0.644615385,-0.287692308,-0.270769231,0.143076923,-0.196153846,0.128461538,0.29,0.056923077,-0.013846154,-0.103076923,-0.347692308,0.62,-0.421538462,23.077,30.769,53.846,23.077,84.615,15.385,7.692,7.692,0
0.077,0.308,13,0.462,0.153076923,0.356502358,1.51,0.47,0,6.27,30,126,0.1,0.45,0,70,0.57,1.05,2.396923077,-0.051538462,-0.407692308,0.060769231,-0.223846154,-0.346153846,0.076923077,0.340769231,-0.226153846,-0.423076923,-0.023076923,-0.291538462,0.063846154,0.134615385,0.523846154,-0.700769231,-0.530769231,-0.622307692,0.526923077,-0.599461538,0.144384615,-0.277923077,0.533076923,0.283846154,0.076615385,-5.080769231,-0.013846154,0.248461538,0.37,0.711538462,-0.249230769,-0.150769231,-0.232307692,-0.416923077,-0.125384615,-0.247692308,0.242307692,0.264615385,-1.273076923,-0.562307692,-1.006153846,0.609230769,-0.265384615,-0.106923077,0.21,0.196153846,-0.950307692,-0.425769231,-0.406384615,-0.012307692,-0.028769231,-0.317923077,0.122692308,0.068923077,0.341538462,-0.514615385,-0.184615385,-0.096923077,-0.072307692,0.064615385,-0.006923077,-0.273076923,0.156923077,0.014615385,-0.463846154,0.33,-0.384615385,30.769,69.231,38.462,0,46.154,53.846,30.769,15.385,15.385
0.308,0.308,13,0.308,0.123846154,0.337775986,1.32,1.17,-2,3.5,23,163,0.03,0.39,0,60,0.58,1.14,3.800769231,0.223076923,-0.384615385,-0.166153846,0.543076923,-0.046153846,0.086923077,0.263846154,-0.177692308,-0.163846154,-0.534615385,0.086923077,0.358461538,0.049230769,0.853846154,0.357692308,0.357692308,-0.843076923,0.418461538,-0.704846154,-0.434,-0.092153846,0.053461538,0.062384615,-0.155153846,-3.896153846,-0.049230769,0.506923077,-0.23,0.566153846,-0.310769231,0.176153846,-0.081538462,-0.157692308,-0.52,0.288461538,-0.118461538,0.322307692,-1.753076923,0.236923077,-0.522307692,-0.65,0.305384615,-0.839230769,0.579230769,0.142307692,-0.768153846,-0.183384615,-0.309461538,-0.117230769,0.231692308,-0.184692308,-0.093461538,-0.093538462,0.428461538,-0.07,-0.09,0.293076923,-0.333846154,0.070769231,-0.266153846,-0.199230769,-0.083076923,-0.179230769,-0.13,0.226923077,-0.565384615,15.385,76.923,15.385,15.385,38.462,61.538,30.769,7.692,23.077
0.077,0.692,13,0.615,0.743846154,0.719543185,2.13,-1.18,0,5.72,13,99,0.61,0.31,55.43,190,0.28,0.94,-0.436923077,-0.316923077,-0.296923077,-0.022307692,-0.100769231,-0.263076923,0.444615385,-0.163846154,-0.108461538,-0.543076923,-0.135384615,0.219230769,0.178461538,-0.252307692,-0.963846154,-0.950769231,-0.593846154,-0.773846154,0.336923077,0.189307692,0.028846154,0.086615385,0.686384615,-0.127923077,0.013461538,-4.828461538,-0.068461538,0.057692308,0.585384615,0.538461538,0.33,-0.163076923,-0.147692308,-0.521538462,-0.053076923,-0.521538462,0.083076923,-0.216153846,1.100769231,-1.243076923,-0.898461538,0.296153846,-0.202307692,0.019230769,0.708461538,-0.080769231,-0.900461538,-0.444615385,-0.258692308,-0.030153846,-0.149615385,0.105307692,-0.071307692,-0.014307692,-0.297692308,-0.473076923,-0.244615385,0.194615385,-0.251538462,0.386153846,-0.053846154,-0.06,-0.096153846,-0.091538462,-0.492307692,0.463846154,-0.434615385,23.077,46.154,46.154,7.692,61.538,38.462,15.385,7.692,7.692
0.385,0.231,13,0.462,0.491538462,0.12855573,0.24,0.32,-3,2.72,21,94,0.37,0.41,0,60,0.49,1.21,1.554615385,-0.106153846,-0.409230769,-0.277692308,0.319230769,-0.228461538,-0.391538462,-0.181538462,-0.121538462,-0.231538462,-0.264615385,-0.337692308,0.442307692,0.097692308,0.016153846,-0.060769231,0.922307692,-0.743076923,0.381538462,-0.264230769,-0.301846154,-0.200769231,0.082923077,0.435384615,-0.468615385,-4.519230769,-0.64,0.276923077,-0.079230769,0.571538462,-0.004615385,-0.037692308,-0.200769231,-0.265384615,-0.542307692,-0.000769231,-0.371538462,0.496923077,-0.828461538,-0.746923077,-0.385384615,-0.773076923,-0.186153846,-0.831538462,0.046923077,0.362307692,-0.870923077,-0.225384615,-0.168230769,-0.028769231,-0.017153846,-0.339923077,-0.087538462,-0.073923077,0.156923077,-0.219230769,0.073846154,0.107692308,-0.301538462,-0.315384615,-0.256153846,0.049230769,0.146153846,-0.124615385,-0.186923077,0.273076923,-0.577692308,23.077,69.231,23.077,15.385,61.538,38.462,23.077,0,23.077
0.231,0.308,13,0.462,0.536153846,0.099637439,0.24,0.3,-3,2.72,21,94,0.38,0.41,0,60,0.49,1.21,1.486923077,-0.101538462,-0.38,-0.280769231,0.32,-0.186153846,-0.410769231,-0.21,-0.201538462,-0.166923077,-0.246153846,-0.303076923,0.528461538,-0.089230769,-0.083846154,0.009230769,0.909230769,-0.742307692,0.403076923,-0.044538462,-0.302538462,-0.140769231,0.060461538,0.437923077,-0.515615385,-4.394615385,-0.589230769,0.243846154,-0.056153846,0.518461538,0.034615385,0.022307692,-0.164615385,-0.256923077,-0.536153846,-0.016923077,-0.365384615,0.489230769,-0.71,-0.656923077,-0.400769231,-0.795384615,-0.216923077,-0.859230769,0.060769231,0.320769231,-0.844153846,-0.234384615,-0.170076923,-0.059538462,-0.004923077,-0.242538462,-0.096692308,-0.108769231,0.131538462,-0.211538462,0.063846154,0.132307692,-0.301538462,-0.306153846,-0.266923077,0.063076923,0.11,-0.155384615,-0.18,0.276153846,-0.552307692,23.077,61.538,23.077,15.385,61.538,38.462,23.077,0,23.077
0.385,0.308,13,0.385,0.358461538,0.387619093,0.9,0.44,-1,3.73,19,110,0.18,0.39,0,60,0.58,1.19,2.57,0.026153846,-0.327692308,-0.002307692,0.411538462,-0.17,-0.107692308,-0.003076923,-0.348461538,-0.343076923,-0.721538462,-0.206923077,0.219230769,-0.113846154,0.365384615,0.201538462,0.633846154,-0.588461538,0.373846154,-0.127538462,-0.373153846,-0.100538462,0.239384615,0.190230769,-0.160769231,-4.172307692,-0.385384615,0.238461538,-0.307692308,0.683846154,-0.089230769,0.057692308,-0.178461538,-0.203846154,-0.288461538,0.163076923,-0.37,0.34,-1.151538462,-0.411538462,-0.345384615,-0.182307692,0.123076923,-0.776153846,0.085384615,0.534615385,-0.797,-0.170153846,-0.232769231,-0.124461538,0.037615385,-0.528615385,-0.016769231,0.161923077,0.199230769,-0.043076923,0.031538462,0.242307692,-0.209230769,0.071538462,-0.073846154,-0.17,0.326923077,-0.322307692,-0.213846154,0.371538462,-0.556153846,38.462,61.538,15.385,23.077,46.154,53.846,23.077,7.692,15.385
0.385,0.462,13,0.308,0.489230769,0.160456627,0.77,1.1,1,10.5,30,66,-0.18,0.38,0,50,0.4,1.62,1.275384615,-0.483076923,-0.319230769,0.071538462,0.762307692,-0.290769231,-0.541538462,-0.254615385,0.366923077,-0.201538462,0.06,-1.26,0.583846154,-0.343846154,-0.560769231,0.036153846,0.591538462,0.640769231,1.341538462,-0.253076923,-0.836,-0.362230769,0.032461538,2.059076923,-0.402076923,-4.770769231,-1.847692308,-0.266923077,-0.125384615,0.18,0.019230769,-0.171538462,-0.316153846,-0.128461538,0.186153846,-0.741538462,0.096923077,1.915384615,-2.071538462,-1.243076923,1.46,1.137692308,-1.533076923,-1.693076923,-0.404615385,-0.223846154,-0.936769231,-0.317,-0.169153846,-0.101769231,-0.483230769,-0.657692308,0.246923077,-0.255307692,0.590769231,-0.437692308,0.033076923,-0.422307692,-0.513076923,-1.088461538,0.616923077,-0.157692308,-0.036153846,-0.006923077,-0.343076923,0.636923077,-0.443846154,15.385,69.231,23.077,7.692,76.923,23.077,15.385,15.385,0
0.615,0.385,13,0.462,0.291538462,0.224869345,0.71,0,-2,3.57,30,51,0.4,0.29,0,100,0.38,1.01,1.306923077,-0.140769231,-0.501538462,-0.152307692,0.022307692,-0.41,0.202307692,0.178461538,0.069230769,-0.476153846,-0.261538462,0.066153846,-0.083076923,0.311538462,0.223846154,-1.015384615,-0.328461538,-1.024615385,0.396153846,-0.854846154,-0.097384615,-0.283307692,0.557615385,0.128230769,-0.149307692,-5.314615385,-0.194615385,0.296153846,0.412307692,0.7,-0.12,-0.26,-0.337692308,-0.410769231,-0.456153846,-0.425384615,0.267692308,0.18,-1.060769231,-1.218461538,-0.982307692,-0.133846154,-0.393076923,-0.100769231,0.674615385,-0.099230769,-1.011307692,-0.431846154,-0.363076923,0.035076923,-0.035923077,-0.212769231,-0.015307692,0.010923077,0.247692308,-0.506923077,-0.153076923,0.004615385,-0.42,0.107692308,-0.166153846,-0.017692308,-0.019230769,0.09,-0.459230769,0.236153846,-0.518461538,15.385,76.923,38.462,0,53.846,46.154,30.769,7.692,23.077
0.077,0.615,13,0.308,0.267692308,0.18740851,0.59,0.13,2,10.02,18,167,0.05,0.3,0,40,0.86,0.78,0.625384615,-0.434615385,-0.509230769,0.397692308,0.729230769,-0.848461538,0.384615385,0.019230769,-0.04,-0.1,0.57,1.034615385,-0.761538462,0.350769231,0.947692308,-1.972307692,-0.134615385,-0.330769231,-0.411538462,-0.217153846,-0.997461538,-0.695538462,0.550923077,-0.687307692,-0.061769231,-6.834615385,-0.325384615,-0.232307692,0.46,1.67,-0.13,-0.693846154,-1.082307692,0.934615385,0.056923077,-0.479230769,0.875384615,-0.603076923,-2.09,-3.680769231,1.960769231,-0.152307692,0.192307692,1.367692308,0.576923077,-0.003846154,-1.219692308,-0.090615385,-0.090538462,0.294538462,-0.443230769,-1.560153846,0.178769231,1.157615385,0.252307692,-0.077692308,0.671538462,0.107692308,-0.037692308,0.53,0.578461538,0.390769231,0.096923077,0.031538462,-0.383846154,0.14,-0.396923077,61.538,69.231,15.385,7.692,76.923,23.077,15.385,15.385,0
0.385,0.385,13,0.231,0.444615385,0.338571592,0.78,1.32,0,6.11,30,38,-0.17,0.53,0,30,0.92,1.3,1.323076923,-0.388461538,-0.327692308,0.006923077,0.965384615,-0.299230769,-0.426153846,-0.186923077,0.083846154,-0.040769231,0.457692308,-0.386923077,-0.236153846,-0.301538462,-0.155384615,-0.412307692,0.316153846,0.096153846,0.597692308,-0.287692308,-1.095307692,-0.369153846,0.142384615,1.170461538,-0.546230769,-4.746153846,-1.296153846,-0.276923077,-0.113076923,0.634615385,-0.026153846,-0.119230769,-0.521538462,0.602307692,-0.085384615,-0.789230769,0.455384615,1.018461538,-2.625384615,-1.785384615,2.066153846,-0.003076923,-1.386153846,-0.426923077,0.063846154,-0.193076923,-0.927615385,-0.191615385,-0.120153846,-0.033692308,-0.437769231,-0.940307692,0.236692308,0.319692308,0.576153846,-0.078461538,0.392307692,-0.538461538,-0.525384615,-0.459230769,0.493846154,0.107692308,-0.131538462,0.029230769,-0.205384615,0.423076923,-0.408461538,23.077,61.538,7.692,7.692,76.923,23.077,15.385,7.692,7.692
0.077,0.615,13,0.154,-0.323076923,0.160276496,0.21,2.28,-3,3.29,30,110,-0.23,0.51,0,20,0.38,0.99,4.471538462,0.299230769,-0.669230769,-0.134615385,0.574615385,-0.506153846,-0.622307692,0.534615385,-0.048461538,-0.071538462,-0.099230769,0.364615385,0.138461538,-0.156923077,2.268461538,-0.307692308,0.608461538,-1.117692308,0.717692308,-0.778384615,-0.677384615,-0.649692308,0.187846154,-0.040461538,-0.778384615,-5.756923077,0.013076923,0.572307692,0.036153846,1.2,-0.698461538,-0.103846154,-0.704615385,0.379230769,-0.861538462,0.262307692,0.493076923,0.088461538,-4.804615385,-1.015384615,-0.233076923,-1.081538462,0.067692308,-0.187692308,0.167692308,0.268461538,-1.070769231,-0.155307692,-0.484230769,-0.025846154,0.319461538,-0.639307692,-0.005692308,0.383307692,1.1,-0.096153846,0.312307692,0.131538462,-0.344615385,0.203846154,-0.241538462,0.053076923,-0.102307692,-0.077692308,-0.142307692,-0.1,-0.651538462,30.769,84.615,7.692,0,30.769,69.231,38.462,7.692,30.769
0.429,0.357,14,0.286,0.137857143,0.215944525,0.63,0.89,3,10.81,22,129,-0.25,0.54,0,60,1.06,0.96,1.877857143,-0.166428571,-0.336428571,0.324285714,0.465,-0.335,0.205714286,0.246428571,0.166428571,-0.417857143,0.497142857,0.376428571,-0.255714286,0.152857143,0.573571429,-0.782142857,-0.443571429,-0.090714286,0.093571429,-0.403357143,-0.5865,-0.284642857,0.435,-0.084428571,0.1255,-5.061428571,-0.225714286,-0.121428571,0.137142857,0.982857143,-0.201428571,-0.196428571,-0.472142857,0.433571429,0.255714286,-0.215714286,0.527142857,-0.044285714,-1.980714286,-1.283571429,1.161428571,0.543571429,-0.176428571,0.43,0.357142857,0.337857143,-0.932428571,-0.160285714,-0.091642857,0.067357143,-0.295285714,-0.863785714,0.085571429,0.598714286,0.342857143,-0.05,0.173571429,-0.035,-0.06,0.264285714,0.415714286,-0.140714286,0.114285714,-0.172857143,-0.258571429,0.337142857,-0.342142857,42.857,64.286,14.286,14.286,57.143,42.857,21.429,21.429,0
0.071,0.286,14,0.357,0.02,0.283826808,0.5,1.14,0,6.42,23,36,-0.11,0.29,0,30,1.33,0.98,2.772857143,0.208571429,-0.295714286,0.023571429,-0.196428571,0.033571429,-0.287142857,0.438571429,0.005714286,-0.680714286,-0.129285714,0.090714286,-0.025714286,0.09,0.822142857,0.122857143,-0.24,-0.652142857,0.297142857,-0.6075,0.238857143,-0.016071429,0.416357143,-0.06,-0.076214286,-3.912142857,0.505,-0.02,-0.017142857,0.524285714,-0.353571429,0.15,0.025,-0.005714286,-0.145,0.087142857,0.292857143,-0.102857143,-1.8,0.810714286,-0.865,0.235714286,-0.49,0.281428571,0.177142857,0.122857143,-0.748071429,-0.160571429,-0.1335,-0.120714286,0.036857143,0.006928571,0.032142857,0.280928571,0.421428571,-0.042142857,-0.321428571,0.009285714,0.030714286,0.182857143,-0.144285714,-0.04,0.305714286,-0.232142857,-0.224285714,0.221428571,-0.268571429,21.429,42.857,21.429,14.286,35.714,64.286,42.857,21.429,21.429
0.071,0.429,14,0.214,-0.288571429,0.12998742,0.49,2.56,-5,3.39,30,150,-0.19,0.52,0,20,1.07,0.89,4.920714286,0.574285714,-0.432857143,-0.419285714,-0.827857143,0.022857143,-0.697142857,0.885,-0.04,0.274285714,0.249285714,-0.119285714,-0.229285714,-0.617142857,1.925714286,0.028571429,-0.494285714,-1.513571429,0.169285714,-0.849214286,0.736357143,-0.258714286,0.015571429,0.122785714,-0.413428571,-3.825,1.271428571,0.197857143,-0.104285714,0.480714286,-0.802857143,0.121428571,0.002857143,0.089285714,-0.806428571,0.142142857,0.294285714,-0.115714286,-3.563571429,1.567142857,-1.961428571,-0.566428571,-0.503571429,0.615,-0.42,0.067142857,-0.750714286,-0.147714286,-0.288285714,-0.138,0.387571429,0.259857143,0.159071429,0.262214286,0.982857143,0.005714286,-0.540714286,-0.398571429,0.066428571,0.023571429,-0.557142857,0.104285714,0.453571429,0.271428571,-0.000714286,0.227142857,-0.256428571,14.286,21.429,7.143,0,14.286,85.714,50,7.143,42.857
0.071,0.5,14,0.643,0.960714286,0.190327502,0.27,-1.09,-1,3.22,12,149,0.65,0.4,167.04,100,0.18,1.14,-0.937857143,-0.439285714,-0.196428571,-0.156428571,-0.269285714,-0.097857143,-0.132857143,-0.437142857,0.187142857,-0.330714286,0.007857143,-0.512142857,0.071428571,-0.295714286,-1.73,-0.478571429,-0.104285714,-0.37,0.443571429,0.402428571,0.245714286,0.137571429,0.428142857,0.670714286,-0.240285714,-4.317142857,-0.252857143,-0.427857143,0.509285714,0.068571429,0.508571429,-0.147142857,0.045714286,-0.454285714,-0.054285714,-0.624285714,-0.291428571,0.233571429,1.542142857,-0.773571429,-0.722857143,0.409285714,-0.836428571,-0.485714286,-0.286428571,-0.092142857,-0.823428571,-0.266785714,-0.052071429,-0.027,-0.253785714,0.292642857,-0.0075,-0.260428571,-0.334285714,-0.481428571,-0.453571429,-0.169285714,-0.217142857,-0.036428571,0.031428571,-0.026428571,-0.064285714,-0.007142857,-0.471428571,0.711428571,-0.392857143,14.286,28.571,35.714,7.143,71.429,28.571,7.143,0,7.143
0.786,0.286,14,0.214,-0.157142857,0.171341581,0.62,1.96,5,11.88,30,43,-0.72,0.35,0,30,1.41,1.16,5.220714286,0.296428571,-0.135,0.445,0.427857143,0.192142857,0.368571429,0.675,0.077857143,-0.202142857,-0.115,-0.244285714,-0.144285714,0.072142857,1.340714286,0.654285714,-0.625,0.307857143,0.347857143,-0.749142857,-0.224714286,-0.034285714,0.01,0.0945,0.645571429,-3.502142857,0.839285714,-0.358571429,-0.042142857,0.360714286,-0.581428571,0.225,0.15,0.316428571,0.488571429,0.419285714,0.317857143,0.272142857,-2.310714286,1.595714286,0.420714286,1.18,0.349285714,-0.236428571,0.23,0.063571429,-0.682642857,0.100214286,-0.152285714,-0.0545,0.014214286,-0.121714286,0.299,0.168214286,0.607142857,-0.084285714,-0.344285714,-0.081428571,0.328571429,0.150714286,0.252142857,-0.222142857,-0.061428571,-0.250714286,-0.354285714,0.455714286,-0.127142857,21.429,50,7.143,7.143,28.571,71.429,35.714,35.714,0
0.214,0.214,14,0.5,0.175,0.231204247,0.89,0.37,-3,3.57,30,24,0.34,0.36,0,100,0.53,0.86,1.651428571,-0.055714286,-0.462857143,-0.155,-0.613571429,-0.387857143,-0.47,0.245,-0.256428571,-0.339285714,0.137857143,0.175714286,-0.164285714,0.12,0.566428571,-0.865714286,-0.247142857,-1.010714286,0.315714286,-0.400714286,0.462357143,-0.313,0.618928571,0.020214286,-0.456928571,-5.318571429,0.337142857,0.114285714,0.487857143,0.822142857,-0.185714286,-0.214285714,-0.334285714,-0.112142857,-0.552142857,-0.337857143,0.437142857,-0.279285714,-1.286428571,-0.885,-1.462857143,-0.188571429,-0.655714286,0.609285714,-0.215714286,-0.105714286,-0.976642857,-0.336928571,-0.301071429,7.14E-05,0.028642857,-0.1995,0.072857143,0.308071429,0.352142857,-0.361428571,-0.209285714,-0.082857143,-0.088571429,0.275714286,-0.139285714,0.036428571,0.202142857,0.108571429,-0.362142857,0.165,-0.374285714,28.571,50,35.714,0,50,50,35.714,7.143,28.571
0.714,0.357,14,0.5,0.285,0.280694416,1.09,0.1,2,10.5,14,73,0.07,0.33,0,60,0.99,0.93,1.131428571,-0.28,-0.338571429,0.242857143,-0.161428571,-0.437142857,0.16,0.103571429,0.069285714,-0.404285714,-0.040714286,0.347857143,-0.147857143,0.105,0.378571429,-0.800714286,-0.363571429,0.105,0.183571429,-0.367,-0.036071429,-0.252714286,0.492214286,-0.253357143,0.189214286,-5.109285714,-0.329285714,-0.016428571,0.109285714,1.062857143,-0.071428571,-0.347142857,-0.435714286,0.04,0.263571429,-0.232142857,0.382142857,-0.256428571,-0.560714286,-1.394285714,0.167142857,0.727142857,0.090714286,0.688571429,-0.032857143,0.212142857,-0.936714286,-0.167714286,-0.104714286,0.0305,-0.296214286,-0.923571429,0.215142857,0.7585,0.122857143,-0.041428571,-0.000714286,0.097142857,0.064285714,0.217857143,0.41,0.079285714,0.465,0.093571429,-0.247857143,0.411428571,-0.392857143,42.857,57.143,35.714,21.429,64.286,35.714,21.429,21.429,0
0.214,0.857,14,0.5,0.750714286,0.185310774,0.73,-0.28,0,7.8,14,129,0.33,0.3,116.16,50,1.1,1.11,0.772857143,-0.159285714,-0.087857143,-0.049285714,0.079285714,0.217142857,0.347857143,-0.243571429,0.060714286,-0.436428571,-0.492142857,-0.011428571,0.376428571,0.455714286,-0.982857143,0.267142857,-0.279285714,0.234285714,0.126428571,-0.057428571,0.030714286,0.382571429,0.196214286,0.166642857,0.208,-2.792142857,-0.403571429,-0.047142857,-0.217857143,0.107857143,0.308571429,0.182857143,0.284285714,-0.331428571,0.146428571,-0.15,-0.097857143,0.263571429,1.697857143,0.345,-0.096428571,0.176428571,-0.142142857,-0.407142857,0.336428571,-0.358571429,-0.565285714,-0.122214286,0.052642857,-0.235,-0.161428571,0.084071429,0.030142857,-0.062785714,-0.337142857,0.096428571,-0.470714286,0.336428571,-0.184285714,-0.16,0.127857143,-0.032857143,0.05,0.025,-0.096428571,0.569285714,-0.393571429,7.143,35.714,35.714,35.714,64.286,35.714,28.571,21.429,7.143
0.714,0.286,14,0.214,-0.033571429,0.173211493,0.74,1.49,-4,2.69,30,22,0.07,0.36,0,30,0.27,1.07,3.642142857,0.282857143,-0.617142857,-0.212857143,0.332857143,-0.45,-0.387857143,0.39,-0.099285714,-0.165,-0.506428571,-0.177857143,-0.062142857,-0.238571429,1.592142857,-0.376428571,0.461428571,-1.436428571,0.67,-0.7315,-0.374714286,-0.525285714,0.297,0.155142857,-0.5675,-5.420714286,0.057857143,0.541428571,-0.025,0.955,-0.529285714,-0.177142857,-0.520714286,-0.019285714,-0.830714286,0.069285714,0.076428571,0.141428571,-3.581428571,-0.808571429,-0.900714286,-0.722142857,0.009285714,-0.359285714,0.195714286,0.107142857,-1.031642857,-0.198785714,-0.5035,-0.066428571,0.333428571,-0.4305,0.005714286,0.201428571,0.823571429,-0.205,0.025714286,0.053571429,-0.277857143,0.136428571,-0.326428571,0.005,0.081428571,0.057142857,-0.255,0.185714286,-0.662142857,28.571,71.429,14.286,0,28.571,71.429,28.571,0,28.571
0.286,0.5,14,0.286,0.567142857,0.233641511,0.38,0.91,-1,3.94,30,141,0.03,0.3,0,30,1.08,1.37,0.726428571,-0.312857143,-0.216428571,-0.149285714,0.783571429,0.081428571,-0.485,-0.305714286,0.392142857,-0.289285714,0.140714286,-0.327857143,0.212142857,-0.046428571,-0.922142857,0.302857143,0.683571429,0.027857143,0.439285714,-0.139928571,-0.745285714,0.056571429,-0.0145,1.162071429,-0.562071429,-3.579285714,-1.084285714,-0.395714286,-0.227857143,0.066428571,0.172857143,0.180714286,-0.050714286,0.227142857,-0.138571429,-0.485714286,-0.045714286,1.08,-1.197857143,-0.400714286,1.27,-0.186428571,-1.437142857,-1.075,0.035,0.008571429,-0.715,-0.114428571,0.157571429,-0.087428571,-0.377357143,-0.294571429,-0.122857143,-0.145928571,0.221428571,-0.018571429,-0.051428571,-0.215,-0.596428571,-0.635714286,0.245,0.010714286,-0.015714286,-0.236428571,-0.109285714,0.432857143,-0.384285714,7.143,50,7.143,21.429,78.571,21.429,21.429,7.143,14.286
